"Product ID*";"Attribute (Name:Type:Position)*";"Value (Value:Position)*";"Supplier reference";"Reference";"EAN13";"UPC";"Wholesale price";"Impact on price";"Ecotax";"Quantity";"Minimal quantity";"Impact on weight";"Default (0 = No, 1 = Yes)";"Combination available date";"Image position";"Image URL";"Delete existing images (0 = No, 1 = Yes)";"ID / Name of shop";"Advanced Stock Managment";"Depends on stock";"Warehouse"
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:2";"2,40m:0#xm:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:2";"2,40m:0#3m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:3";"2,40m:0#4m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:3";"2,40m:0#5m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:4";"2,40m:0#6m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:4";"2,40m:0#8m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:5";"2,40m:0#9m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:5";"2,40m:0#10m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:6";"2,40m:0#12m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:6";"2,40m:0#15m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:7";"2,40m:0#18m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:7";"2,40m:0#20m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:8";"2,40m:0#25m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:8";"3,00m:0#xm:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:9";"3,00m:0#3m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
9;"Hauteur:select:0#Longueur:select:1#Couleur:select:9";"3,00m:0#4m:1#Vert:2";;;;;;;;100;;0;0;;0;;0;0;0;0;
